id,full_name,phone_number,aadhaar_number,pan_card_number,date_of_birth,address,city,state,pincode
12658,Meena Shukla,8968324082,381315151947,HWDNU1908H,1980-07-24,"89/16, Subhash Path",Amritsar,Punjab,143003
12659,Epsita Tripathi,8759451134,560607713131,GFLXD8778X,1972-08-21,"House No. 840, Anna Avenue",Bhopal,Madhya Pradesh,462011
12660,Vivaan Rao,6076720007,527234203095,QDMGR4723I,1975-11-21,"Plot 346, Gopal Towers, Gandhi Cross",Jammu,Jammu and Kashmir,180004
12661,Vijayalakshmi Gupta,7474010042,402158536544,FZOWX3679E,1972-08-10,"Flat 19O, Anna Residency",Indore,Madhya Pradesh,452004
12662,Epsita Dubey,6433931434,598388534263,AJVPA7735X,1996-09-07,"812, MG Path, Tagore Area",Amritsar,Punjab,143001
12663,Saraswathi Chauhan,7361113697,580619015525,KPTMM7852E,1966-09-26,"Flat 13N, Indira Complex",Coimbatore,Tamil Nadu,641001
12664,Hardik Parekh,7305030510,201025325813,PVYFM4420O,1971-01-02,"523, Tilak Cross, Laxmi Area",Indore,Madhya Pradesh,452005
12665,Rekha Mishra,9217392230,851779241170,VXTNS5694Z,2004-02-12,"Plot 998, Saraswati Nagar",Ranchi,Jharkhand,834002
12666,Ishwar Naidu,8135818801,964717944059,QUBTW7542U,1988-02-02,"135/6, Anna Colony",Agartala,Tripura,799003
12667,Balakrishnan Jain,7320690686,208509030186,XDENB8815C,2000-03-28,"486, Ram Path, Vallabh Area",Mysuru,Karnataka,570006
12668,Uttam Paul,7695633714,611895659300,JSXZG2256V,1995-09-25,"# 257, Vallabh Complex, EVR Cross",Tiruchirappalli,Tamil Nadu,620008
12669,Suresh Yadav,9864097777,947142272449,DQEEF0173L,1986-11-11,"Door No. 494, Tilak Layout",Kolkata,West Bengal,700010
12670,Deben Mehta,6417161324,269070024245,PZPLO3771L,1994-04-07,"Door No. 731, Tilak Residency, Tagore Nagar",Srinagar,Jammu and Kashmir,190002
12671,Malathi Bose,9698292406,742120285333,NAWVP2391J,1997-02-22,"530/4, Bose Colony",Agra,Uttar Pradesh,282003
12672,Subramaniam Desai,9048857784,288435110992,UIYQJ7781P,1963-01-13,"Flat 1P, Shyam Enclave",Ludhiana,Punjab,141001
12673,Vijayalakshmi Menon,9961128692,422074292577,OOTZY4484J,1963-09-19,"Flat 507, Tagore Bhavan, Vivekananda Street",Dehradun,Uttarakhand,248007
12674,Meenakshi Nair,8141177059,336185620186,CCQDU7131L,1993-08-27,"322/8, Nehru Nagar",Bengaluru,Karnataka,560041
12675,Dinesh Sundaram,6149609144,985380579411,UGDOG2092N,1966-09-14,"915/18, Gandhi Road",Kochi,Kerala,682005
12676,Saraswathi Saxena,9257034628,444668312113,YOGHR7496S,1968-06-13,"312/7, Subhash Road",Mumbai,Maharashtra,400070
12677,Balakrishnan Dalal,6459310022,596065181338,ETEHP1997F,1985-10-03,"Flat 11N, Ram Heights",Faridabad,Haryana,121002
12678,Anindita Dubey,7136211786,634477287952,ZDMWJ9857V,1980-04-19,"809/18, Gopal Avenue",Mumbai,Maharashtra,400002
12679,Suresh Naidu,8236446011,523502135124,NZZWP6088H,1996-08-12,"S.No. 824, Gandhi Cross",Siliguri,West Bengal,734004
12680,Rohit Hussain,7871053031,853933121691,FNNRF7559P,1985-08-23,"452/1, Gandhi Lane",Visakhapatnam,Andhra Pradesh,530001
12681,Hardik Rao,9520906413,879754053194,AJPHU8594X,1972-08-15,"867, Tilak Road, Gandhi Area",Vadodara,Gujarat,390004
12682,Amit Patel,9663174438,807303163959,DXQXC3115B,2004-02-13,"Flat 8L, Shyam Vihar",Kochi,Kerala,682004
12683,Amit Saxena,8383988924,291116091453,AQKGC4293P,2004-03-27,"Flat 12X, Periyar Apartment",Varanasi,Uttar Pradesh,221006
12684,Padmavathi Mishra,6236664927,782063661718,LNGJO5272W,1999-10-08,"59, Ram Road, Gopal Area",Kozhikode,Kerala,673006
12685,Shanthi Iyer,9707241334,653760775562,EQFJQ9967Z,1988-04-05,"7/10, Shyam Marg",Thiruvananthapuram,Kerala,695005
12686,Uttam Rao,9558767601,921982198396,UWCLX4476Q,1978-11-05,"S.No. 368, Gopal Avenue",Patna,Bihar,800004
12687,Chandana Shah,9815382553,661695005402,IXZJP4250M,1981-06-07,"S.No. 155, Shivaji Niwas, Azad Avenue",Agra,Uttar Pradesh,282002
12688,Abhijit Iyengar,8447724335,648442390287,OJKMY2856E,2005-11-17,"256, Laxmi Street, Anna Area",Gurugram,Haryana,122009
12689,Amit D'Souza,8275571849,820299259834,LXVHU8371H,1964-02-19,"S.No. 734, Gandhi Heights, Subhash Cross",Patna,Bihar,800003
12690,Padmavathi Sanghavi,7999891619,258113379743,AZGCS8609W,1960-09-20,"# 486, Gopal Apartment, Periyar Lane",Ranchi,Jharkhand,834001
12691,Indrajit Reddy,9177501396,577248650736,FDZAE1888A,1974-08-17,"422, Azad Layout, Tagore Area",Shillong,Meghalaya,793003
12692,Saraswathi Arumugam,9413841774,318428773824,NLIYA7046R,1968-01-16,"S.No. 127, Anna Cross",Patna,Bihar,800005
12693,Rohit Gomes,8062737068,740544455373,CFDYV6015X,2003-06-26,"Flat 9Q, MG Bhavan",Guwahati,Assam,781007
12694,Subhas Singh,7177622715,311277107095,LYHWU1687R,2000-03-27,"Flat 1C, Periyar Apartment",Patna,Bihar,800007
12695,Debarati Arumugam,7915650870,997748545017,BZQIP2683Q,1973-07-28,"Flat 17H, Indira Apartment",Siliguri,West Bengal,734004
12696,Manish Naidu,9512799485,646255635655,NHAXU8762O,1980-03-24,"H.No. 807, Shivaji Enclave, Rajiv Road",Coimbatore,Tamil Nadu,641005
12697,Meena Sundaram,8447033730,722252348135,AXKTT8498E,1971-07-13,"Flat 1O, Ram Bhavan",Raipur,Chhattisgarh,492001
12698,Fanai Rodrigues,6109483702,721221592146,IJEKP2422Z,1972-07-31,"House No. 279, Saraswati Residency, Gandhi Layout",Faridabad,Haryana,121004
12699,Jayesh Tiwari,7440496341,898667634452,ORZLG9145C,1978-04-29,"587/13, Nehru Path",Gurugram,Haryana,122002
12700,Malathi Banerjee,9272292649,883085067209,BCVYF1295X,1982-12-09,"No. 189, Patel Niwas, Periyar Road",Vijayawada,Andhra Pradesh,520002
12701,Subhas Paul,8596633387,669919303158,IUIBW1551C,1988-03-25,"485, Nehru Road, Subhash Area",Amritsar,Punjab,143003
12702,Karthik Hussain,8789410977,497130666798,ZZDXV4859E,1974-02-04,"Flat 442, Gopal Niwas, Anna Street",Gurugram,Haryana,122009
12703,Debarati Pereira,8866299818,358269243935,PCPWN6443O,1980-06-05,"Flat 12H, Tagore Heights",Indore,Madhya Pradesh,452007
12704,Neha Pandey,6753373899,508276412778,SBILJ1585K,1974-06-22,"S.No. 626, Gandhi Nagar",Nashik,Maharashtra,422002
12705,Savita Dubey,9708618907,971985886615,WZSJA3937C,2000-09-02,"Flat 19U, Kamaraj Towers",Howrah,West Bengal,711103
12706,Jalpa Sengupta,7878874643,271894056764,WVMLB5932Y,1979-04-15,"Flat 5Y, Indira Bhavan",Kanpur,Uttar Pradesh,208005
12707,Elina Patel,7878747326,635347137915,DCHFS0770J,1976-04-24,"# 85, Gandhi Residency, Mohan Cross",Bhopal,Madhya Pradesh,462010
12708,Abhijit Dubey,6668448117,372029275960,DYJFN7307C,1971-11-06,"# 848, JP Colony",Kolkata,West Bengal,700005
12709,Kamakshi Chakraborty,7319372907,258100641859,AVRVV6611P,1998-06-17,"299, Subhash Road, MG Area",Ahmedabad,Gujarat,380001
12710,Anindita Venkataraman,8409807152,610504744107,SXOWD4598O,1993-06-08,"Flat 19B, MG Apartment",Hubli,Karnataka,580031
12711,Vijayalakshmi Mitra,6274644918,962756183844,SGUJN8321F,1970-09-04,"471/2, Indira Nagar",Surat,Gujarat,395005
12712,Vijay Selvam,7644876964,968362641412,GLRYJ5590E,1993-06-01,"No. 288, Tilak Path",Bhubaneswar,Odisha,751005
12713,Subramaniam Qureshi,9836267455,563182425805,ILBGT2498K,1993-06-24,"Flat 5K, Gandhi Bhavan",Mangaluru,Karnataka,575007
12714,Usha Subramaniam,6095515091,518208138054,KIDLJ3638S,1994-11-26,"Flat 16G, Bose Niwas",Vadodara,Gujarat,390006
12715,Rekha Mukherjee,9587352794,297090836275,HUUGL1478L,1982-04-28,"402/9, Shivaji Layout",Ahmedabad,Gujarat,380015
12716,Hardik Yadav,9315061820,289242777811,MUMSW6152D,1960-08-03,"409/20, Netaji Road",Thiruvananthapuram,Kerala,695001
12717,Binita Kothari,9427742152,499572160180,ECRDI7767N,1979-07-11,"779, Azad Avenue, Netaji Area",Nashik,Maharashtra,422011
12718,Saraswathi Chandra,9756375406,446345456514,LDNKY5627I,1986-10-06,"Flat 186, Saraswati Path",Cuttack,Odisha,753006
12719,Nisha Rodrigues,9402597706,708598594181,GIMSO7259H,1985-02-05,"97/9, Shivaji Avenue",Lucknow,Uttar Pradesh,226005
12720,Girish Naidu,7912657852,731240111714,VNDDL4528K,2005-04-16,"136, Subhash Colony, Shyam Area",Vijayawada,Andhra Pradesh,520004
12721,Ratan Chatterjee,7163791401,478410467955,KFVJP2281B,2000-09-20,"45/9, MG Avenue",Bhopal,Madhya Pradesh,462003
12722,Himangshu Agarwal,6712518119,968991862431,EQWZU4176Z,1973-12-24,"Flat 16, Anna Bhavan, Shivaji Layout",Patna,Bihar,800002
12723,Vijay Iyer,9714254709,876088680110,LMPKP0297M,1975-05-10,"548, Gopal Layout, Azad Area",Raipur,Chhattisgarh,492008
12724,Vivaan Mehta,6211492242,319441284720,LARYC4293H,1997-11-23,"House No. 272, Subhash Vihar, Periyar Marg",Thiruvananthapuram,Kerala,695006
12725,Karthik Rao,7342253204,378810524904,FXPHP9595R,1987-07-14,"800, Vivekananda Nagar, Sardar Area",Lucknow,Uttar Pradesh,226010
12726,Deben Chauhan,7729329007,413787031398,UKMXG7778R,1964-01-19,"530/4, Mohan Marg",Guwahati,Assam,781005
12727,Arjun Roy,7581922268,284840560686,GEINP7127K,1995-05-16,"267, Tilak Road, Sardar Area",Agra,Uttar Pradesh,282007
12728,Manish Kothari,9766641367,926829337240,QVZYI6868P,1971-11-01,"Flat 608, Subhash Nagar",Siliguri,West Bengal,734004
12729,Lalit Das,7797854550,423063604144,ZPWWT0823H,1974-05-28,"717, Shyam Colony, Bose Area",Faridabad,Haryana,121006
12730,Kamakshi Paul,8349484135,496641467411,OTVKO8329I,1971-01-28,"247, Bhagat Layout, Shyam Area",Cuttack,Odisha,753006
12731,Raghavan Yadav,7714179073,686233888704,BBSWS9104V,1998-10-17,"Flat 19O, Vivekananda Apartment",Gurugram,Haryana,122006
12732,Usha Bhatt,9606404153,859049079154,ETBNW4864X,2003-02-06,"Flat 2Y, Tagore Residency",Ludhiana,Punjab,141003
12733,Kamakshi Parikh,7427502498,902085827934,KRRIE1414B,1990-01-09,"Door No. 263, Patel Bhavan, EVR Road",Visakhapatnam,Andhra Pradesh,530005
12734,Epsita Rao,7389121049,603248900562,RTCAQ2180O,1984-04-26,"Flat 16G, Vallabh Heights",Pune,Maharashtra,411038
12735,Uttam Chauhan,8484113023,529592788191,DIZDI8898P,1970-12-30,"S.No. 581, Tagore Enclave, Saraswati Road",Kanpur,Uttar Pradesh,208007
12736,Pratik Pinto,7100955034,228099567362,RCCOB3716J,1961-12-17,"Flat 20V, Vallabh Niwas",Varanasi,Uttar Pradesh,221005
12737,Gargi Selvam,7511319062,640437381783,MYQHM9900I,1978-08-24,"Flat 1N, Azad Enclave",Kozhikode,Kerala,673001
12738,Epsita Verma,8136105902,224019515891,PYMJI4453Y,1974-04-11,"397/6, Bhagat Path",Udaipur,Rajasthan,313002
12739,Malathi Nair,8734504103,493423355197,LMXZR0350L,1977-09-05,"Flat 2I, Indira Complex",Shimla,Himachal Pradesh,171006
12740,Ishwar Paul,8922555329,289669012581,YAWQW3233X,1994-06-26,"606, JP Lane, Nehru Area",Hyderabad,Telangana,500008
12741,Kiran Das,7490434935,222809641863,KULXO3250A,1960-10-26,"911, EVR Marg, MG Area",Panaji,Goa,403006
12742,Reyansh Balasubramanian,8783169792,430752658228,BSWEI1941D,1984-10-23,"Flat 12E, Azad Apartment",Gurugram,Haryana,122005
12743,Payal Parikh,9203214355,719822167263,YDIYE0190B,1982-12-24,"666, Netaji Layout, JP Area",Srinagar,Jammu and Kashmir,190007
12744,Subhas Yadav,7562623762,855817424416,JNGHT4516I,1965-09-11,"# 61, Bose Niwas, Shivaji Marg",Jaipur,Rajasthan,302005
12745,Kiran Dalal,8390574459,433364190937,AAYCB3018T,1989-12-05,"534, Periyar Road, Nehru Area",Delhi,Delhi,110052
12746,Diya Mukherjee,7223156874,432812831844,IJXZY2779E,1993-12-21,"876, Gandhi Path, EVR Area",Jaipur,Rajasthan,302017
12747,Anindita Rajput,8209418184,986218035306,OJIFZ3586M,1997-01-17,"609, Gandhi Road, Bhagat Area",Gaya,Bihar,823002
12748,Biswajit Kothari,7760249328,489908574430,HCYJB4339A,1983-09-06,"822, Vivekananda Lane, Laxmi Area",Surat,Gujarat,395002
12749,Ishaan Mondal,7855453499,929277995420,DTGJM1139U,2001-10-24,"313, Periyar Nagar, MG Area",Udaipur,Rajasthan,313002
12750,Uttam Dalal,7577352413,359866674691,OYYFM9157E,1991-09-15,"678, Gandhi Nagar, Subhash Area",Vijayawada,Andhra Pradesh,520003
12751,Deben Ansari,6724401472,422493045981,NCBTR5602U,1966-06-02,"Flat 8T, Rajiv Bhavan",Kochi,Kerala,682006
12752,Himangshu Pereira,8201631599,300653816752,OQMMQ2007J,2000-03-12,"453, MG Street, Gopal Area",Delhi,Delhi,110052
12753,Ishwar Rodrigues,7956196775,794958339091,GGNMF4145F,1985-04-10,"# 308, Gopal Complex, Gopal Street",Guwahati,Assam,781005
12754,Malathi Fernandes,9017785077,621567398526,ZNFRM7763A,1995-08-12,"House No. 869, Vivekananda Nagar",Delhi,Delhi,110035
12755,Binita Mitra,7222615769,804952254170,YURUO1179F,1982-02-21,"201, Vallabh Road, Shyam Area",Aurangabad,Maharashtra,431007
12756,Saraswathi Menon,9581719779,253043004119,QLINK1494M,1964-06-02,"Flat 5Z, Periyar Apartment",Madurai,Tamil Nadu,625009
12757,Aditya Bose,9017241028,763071346825,NBDQI9763P,1975-06-07,"Flat 13C, Patel Enclave",Nagpur,Maharashtra,440015
12758,Pooja Shukla,9654630448,584701154890,QNZOY7359G,1977-05-28,"No. 987, Indira Bhavan, Vallabh Marg",Jaipur,Rajasthan,302003
12759,Ayaan Annamalai,7224628862,726753490860,BVHEW4006Z,2000-07-23,"99/19, Azad Avenue",Delhi,Delhi,110031
12760,Girish Arumugam,8507329818,941731274398,CWXBI2620Z,1968-06-07,"House No. 265, Shivaji Towers, Ram Layout",Vadodara,Gujarat,390005
12761,Dilip Pereira,7412074113,484286420095,DJWAK9183I,1970-04-13,"Plot 758, Gandhi Marg",Madurai,Tamil Nadu,625009
12762,Debarati Saxena,8717601462,344569691591,HAPTY5663B,1965-06-12,"Door No. 281, Indira Nagar",Varanasi,Uttar Pradesh,221003
12763,Kamlesh Qureshi,9432788128,369045459208,NOHSL2557K,1982-10-22,"S.No. 403, Vallabh Cross",Bengaluru,Karnataka,560001
12764,Chitra Parekh,9663206659,769065275383,JGJQY0676S,1998-07-16,"H.No. 728, Shivaji Street",Faridabad,Haryana,121004
12765,Harish Parikh,6728757548,504439641514,DWZCB5217V,1967-05-26,"Plot 690, JP Marg",Visakhapatnam,Andhra Pradesh,530007
12766,Savita Shukla,9509080060,250026943313,EVIIA7888X,1986-05-30,"Flat 10P, Netaji Heights",Jammu,Jammu and Kashmir,180006
12767,Saraswathi Selvam,7830336192,719175643162,PXEXR2809R,1980-01-16,"291, Ram Marg, Laxmi Area",Kolkata,West Bengal,700004
12768,Binita Saxena,8887014073,980971317479,BNOLA0944G,1973-11-30,"S.No. 597, Vallabh Avenue",Panaji,Goa,403004
12769,Chandana Sundaram,8325694470,488758001447,YEENP4305J,1965-03-22,"Door No. 554, Laxmi Apartment, EVR Layout",Raipur,Chhattisgarh,492002
12770,Kamlesh Parekh,7285406782,837352734334,MSJKQ7771R,1961-03-11,"No. 974, Tilak Complex, Rajiv Cross",Lucknow,Uttar Pradesh,226007
12771,Lakshmi Selvam,6285040618,247178615634,GTSAV4274E,1974-04-12,"S.No. 835, Periyar Heights, MG Road",Shillong,Meghalaya,793001
12772,Jayesh Verma,9759256673,690900477941,KZSVY4594I,2000-07-08,"692/14, Bhagat Path",Howrah,West Bengal,711107
12773,Anitha Banerjee,7633334189,409144896598,SCNHA1837V,2004-05-23,"Door No. 379, JP Vihar, MG Cross",Madurai,Tamil Nadu,625001
12774,Neha Shah,8195515172,213530807131,GVHPK6411Z,1971-11-18,"Flat 11K, Gandhi Vihar",Mumbai,Maharashtra,400003
12775,Meena Ghosh,8206735127,812863516140,JKHSX5958K,1991-05-24,"255/12, Vallabh Lane",Kanpur,Uttar Pradesh,208006
12776,Elina Rajan,7641818347,202539468959,UWBSX5699R,1999-06-16,"139, Laxmi Nagar, Vallabh Area",Dehradun,Uttarakhand,248008
12777,Vihaan Agarwal,9487615072,789774043968,HZBCN2061I,1991-08-05,"7, Anna Layout, EVR Area",Aurangabad,Maharashtra,431003
12778,Rajan Parekh,6453590550,624617882696,AKVKL7489P,1983-07-15,"144, Mohan Nagar, EVR Area",Hyderabad,Telangana,500005
12779,Aarav Chandra,6136548835,359630895787,BFSRY3800A,1962-01-20,"935/2, Bose Colony",Indore,Madhya Pradesh,452006
12780,Suresh Parekh,7564433671,219514184812,HUCLS6376Z,1981-08-13,"933, Vallabh Street, Bhagat Area",Srinagar,Jammu and Kashmir,190004
12781,Tapan Chatterjee,9994338545,757965149468,ACGWH4076H,1978-11-18,"Flat 18J, Bose Bhavan",Vijayawada,Andhra Pradesh,520002
12782,Usha Ali,6503785857,584543105666,EZDYG8460R,1965-12-16,"No. 689, EVR Enclave, Saraswati Path",Chandigarh,Punjab,160003
12783,Rajesh Joshi,6134987632,486520413877,PIGAZ3790B,1987-10-17,"159, Sardar Lane, Subhash Area",Dehradun,Uttarakhand,248008
12784,Lata Dey,7320414591,227489752436,WYPLN8055H,1967-08-08,"S.No. 548, Vallabh Avenue",Ahmedabad,Gujarat,380001
12785,Sunita Singh,6723739434,412062552801,UODCB9033I,1985-06-12,"113, Tilak Path, Gopal Area",Indore,Madhya Pradesh,452002
12786,Kavya Shah,7353033499,860875662556,YNDIU8909Y,1973-11-08,"# 965, Ambedkar Vihar, Anna Cross",Cuttack,Odisha,753004
12787,Minal Sengupta,8111679652,632654346740,WFEUW9111C,1968-11-07,"Flat 3H, Gopal Niwas",Mysuru,Karnataka,570002
12788,Kamlesh Rajan,7435234862,973474928506,FAJNG1081N,1992-01-11,"963/1, Vallabh Avenue",Agartala,Tripura,799004
12789,Chitra Iyer,8929138941,628870268655,MPCHB6069L,1963-09-03,"S.No. 163, Laxmi Path",Agartala,Tripura,799002
12790,Girish Srivastava,7532407436,358456463717,DSLNM0784B,2004-01-31,"54, Shyam Avenue, Shyam Area",Mumbai,Maharashtra,400050
12791,Dinesh Bose,8110208613,533957825030,ETLEJ5825E,1995-02-05,"8, Ambedkar Road, Vallabh Area",Tiruchirappalli,Tamil Nadu,620007
12792,Gourab Dey,6900142431,834089197459,WXNMH3590P,1984-03-06,"Plot 83, Rajiv Colony",Cuttack,Odisha,753007
12793,Meenakshi Verma,6422361636,635153692211,UXEQS5197Q,1967-05-25,"225, Periyar Street, Shivaji Area",Nashik,Maharashtra,422003
12794,Foram Venkataraman,8258427581,691171599388,NHVUK3483Z,1978-07-24,"Flat 18P, MG Towers",Kozhikode,Kerala,673003
12795,Rekha Shah,6237178217,653314532158,BCOWE1534J,1975-11-26,"Flat 7W, Subhash Enclave",Kolkata,West Bengal,700001
12796,Kamakshi Pandey,6649369392,885234300873,BQNMV9799Z,1982-03-09,"House No. 637, Shivaji Vihar, Sardar Layout",Lucknow,Uttar Pradesh,226001
12797,Saraswathi Fernandes,8505617056,606828670062,KSFJB8074M,2000-06-07,"300, Rajiv Nagar, Vivekananda Area",Kozhikode,Kerala,673006
12798,Anitha Sanghavi,9811875081,877951332453,QTIVS1176Y,1968-03-07,"Flat 14V, Indira Apartment",Dehradun,Uttarakhand,248004
12799,Venkatesh Bose,6733236851,716492010491,RBHHJ5135K,1964-11-19,"# 820, EVR Marg",Ludhiana,Punjab,141004
12800,Nisha Ansari,9171356275,624316325404,FVJCE5407F,1982-09-25,"422, Gopal Path, Tagore Area",Tiruchirappalli,Tamil Nadu,620003
12801,Epsita Tripathi,6507420914,389652369630,RLFGN5703Y,1994-09-16,"Flat 846, Tilak Path",Bengaluru,Karnataka,560004
12802,Rekha Murugan,7928614929,375298969618,ZXSSE7412Y,2004-09-09,"421/12, Saraswati Nagar",Madurai,Tamil Nadu,625005
12803,Geeta Chauhan,8094403684,392343856390,SZIQI6448K,1989-03-03,"Flat 9I, Shyam Heights",Mumbai,Maharashtra,400050
12804,Himangshu Ahmed,7154385304,388711702339,SCJMX2484F,1975-08-04,"620/17, MG Avenue",Kozhikode,Kerala,673005
12805,Biswajit Bansal,9325038682,960939803498,IDJEL9400Z,2000-06-13,"166, Vivekananda Colony, Gandhi Area",Tiruchirappalli,Tamil Nadu,620002
12806,Elina Joshi,8825394788,384784993688,FXLVL3674T,1979-05-14,"House No. 784, Nehru Heights, JP Colony",Ludhiana,Punjab,141008
12807,Elina Sundaram,8414911689,968304049558,FDXOL9012P,1986-02-09,"No. 724, Sardar Residency, Bhagat Marg",Gurugram,Haryana,122004
12808,Gourab Rajan,6008119776,707197462942,UDTMU0790G,1983-12-30,"520/11, Kamaraj Marg",Dehradun,Uttarakhand,248002
12809,Rajan Dasgupta,7430354443,975543706954,JPILB2839U,1992-08-03,"Flat 18K, Nehru Vihar",Mumbai,Maharashtra,400001
12810,Krishnamurthy Kapadia,6328770564,729678249843,HVCKD5423K,1968-08-19,"335/13, Shyam Nagar",Ahmedabad,Gujarat,380001
12811,Gargi Qureshi,8409727946,695330050682,KDGPD1474O,1996-04-24,"Flat 17C, Gandhi Heights",Cuttack,Odisha,753002
12812,Neha Krishnan,8799640063,555785038944,TOODL0918R,1992-11-07,"House No. 778, Rajiv Path",Hyderabad,Telangana,500006
12813,Lalit Bhatt,9141479453,631230221517,YXDJD8481E,1965-03-19,"25, Saraswati Layout, Bose Area",Ludhiana,Punjab,141006
12814,Elina Fernandes,8879655584,913361391155,MZFJU0160S,2005-02-12,"456, Tagore Cross, Shyam Area",Amritsar,Punjab,143001
12815,Deepika Pinto,7807222981,448944053536,BRZYU8423R,2000-08-05,"Flat 20X, Shivaji Niwas",Vadodara,Gujarat,390007
12816,Kamlesh Dubey,6755742173,280686403563,BMYVD8384M,1993-07-11,"Door No. 194, Sardar Cross",Mangaluru,Karnataka,575007
12817,Rajesh Naidu,7101997379,357488259363,EYARJ6115D,1982-06-05,"Plot 848, EVR Colony",Panaji,Goa,403002
12818,Mahesh Fernandes,9723232167,976990210745,HCGOW8662G,2003-02-11,"940/6, Azad Layout",Mysuru,Karnataka,570008
12819,Farida Parikh,6056628307,538475840618,DDXRD3911U,1970-11-10,"944, Kamaraj Road, Tagore Area",Jodhpur,Rajasthan,342002
12820,Suresh Khan,7148407590,544672124898,MAMUH1343Q,1994-03-11,"689, Bose Road, Bhagat Area",Chandigarh,Punjab,160005
12821,Aditya Bhattacharya,7758855237,561802429903,MFXCF7771S,1992-05-15,"370/12, EVR Nagar",Kanpur,Uttar Pradesh,208003
12822,Manish Arumugam,6687302122,425755521597,NGJIO2743X,1985-10-08,"# 611, Netaji Colony",Aurangabad,Maharashtra,431001
12823,Vijay Saxena,6749320053,714984228911,SDSUA7949G,1984-02-01,"421/14, Sardar Marg",Shimla,Himachal Pradesh,171008
12824,Rahul Mittal,6740224652,881324697486,ZUSVG5224B,1961-03-11,"House No. 443, Tagore Residency, Gopal Lane",Mysuru,Karnataka,570004
12825,Bikash Qureshi,7715233619,568145491234,GJLTK6149C,1980-02-29,"Door No. 214, Laxmi Bhavan, Kamaraj Marg",Raipur,Chhattisgarh,492006
12826,Ganesh Verma,9612843732,357162169983,GXLWN9278D,2004-06-30,"# 314, Ram Avenue",Bhubaneswar,Odisha,751001
12827,Pratik Ganguly,7737123913,243112291854,LOGVJ1724C,1977-09-15,"Flat 10V, Vivekananda Bhavan",Bhubaneswar,Odisha,751002
12828,Bikash Mittal,9012680613,565507516043,KIUEF3901V,1998-03-06,"982, Bose Lane, Azad Area",Ludhiana,Punjab,141003
12829,Jalpa Bhattacharya,8756292721,313144804263,HOBYC1252I,1994-05-13,"546, Periyar Layout, Laxmi Area",Delhi,Delhi,110032
12830,Diya Menon,6003389320,808752331408,DVBYN8786M,1989-02-13,"752/12, Azad Path",Rajkot,Gujarat,360005
12831,Jalpa Parikh,6511225105,785878335280,GJSLD7686G,1984-01-07,"Flat 594, Gopal Lane",Bengaluru,Karnataka,560004
12832,Kavya Dey,6788953008,346365589507,DKFNP2273I,1978-12-16,"689, Sardar Colony, JP Area",Kozhikode,Kerala,673003
12833,Suresh Pinto,7565625434,200682405912,IVQZB7447X,1976-10-04,"No. 810, Mohan Residency, Gandhi Path",Vadodara,Gujarat,390005
